Frame, Time (ms), Delta (ms) , Memory (mb)
   79,484.975, 6.341,4341
   80,491.102, 6.127,4345
   81,497.154, 6.052,4347
   82,503.324, 6.170,4350
   83,509.510, 6.186,4354
   84,515.637, 6.127,4357
   85,521.731, 6.094,4360
   86,528.078, 6.347,4363
   87,534.198, 6.120,4366
   88,540.545, 6.347,4370
   89,546.464, 5.919,4370
   90,552.515, 6.051,4370
   91,558.809, 6.294,4374
   92,565.031, 6.222,4379
   93,571.197, 6.166,4382
   94,577.214, 6.017,4382
   95,583.330, 6.116,4387
   96,589.802, 6.472,4390
   97,595.836, 6.034,4393
   98,601.967, 6.131,4396
   99,608.073, 6.106,4399
  100,614.124, 6.051,4401
  101,620.216, 6.092,4404
  102,626.349, 6.133,4407
  103,632.562, 6.213,4410
  104,638.719, 6.157,4412
  105,644.786, 6.067,4416
  106,651.099, 6.313,4418
  107,657.209, 6.110,4421
  108,663.333, 6.124,4424
  109,669.536, 6.203,4428
  110,675.785, 6.249,4432
  111,681.954, 6.169,4433
  112,688.107, 6.153,4436
  113,694.177, 6.070,4438
  114,700.414, 6.237,4441
  115,706.585, 6.171,4447
  116,712.734, 6.149,4450
  117,718.904, 6.170,4450
  118,725.084, 6.180,4454
  119,731.128, 6.044,4454
  120,737.324, 6.196,4460
  121,743.490, 6.166,4462
  122,749.616, 6.126,4465
  123,755.758, 6.142,4468
  124,761.892, 6.134,4472
  125,767.910, 6.018,4475
  126,774.182, 6.272,4477
  127,780.292, 6.110,4481
  128,786.417, 6.125,4484
  129,792.610, 6.193,4486
  130,798.731, 6.121,4488
  131,805.073, 6.342,4491
  132,811.296, 6.223,4494
  133,817.224, 5.928,4494
  134,823.247, 6.023,4494
  135,829.366, 6.119,4494
  136,835.469, 6.103,4504
  137,841.584, 6.115,4504
  138,847.673, 6.089,4504
  139,853.775, 6.102,4504
  140,860.501, 6.726,4526
  141,866.420, 5.919,4528
  142,872.411, 5.991,4533
  143,878.695, 6.284,4539
  144,884.834, 6.139,4542
  145,891.042, 6.208,4545
  146,897.185, 6.143,4551
  147,903.249, 6.064,4551
  148,909.358, 6.109,4551
  149,915.387, 6.029,4551
  150,921.618, 6.231,4562
  151,927.770, 6.152,4562
  152,933.787, 6.017,4562
  153,940.295, 6.508,4572
  154,946.332, 6.037,4575
  155,952.593, 6.261,4580
  156,958.759, 6.166,4582
  157,964.962, 6.203,4588
  158,971.254, 6.292,4590
  159,977.418, 6.164,4594
  160,984.024, 6.606,4602
  161,990.593, 6.569,4605
  162,996.611, 6.018,4609
  163,1002.707, 6.096,4612
  164,1009.000, 6.293,4614
  165,1015.061, 6.061,4617
  166,1021.147, 6.086,4621
  167,1027.454, 6.307,4624
  168,1033.640, 6.186,4624
  169,1039.644, 6.004,4624
  170,1045.847, 6.203,4628
  171,1052.301, 6.454,4631
  172,1058.421, 6.120,4632
  173,1064.701, 6.280,4634
  174,1070.701, 6.000,4635
  175,1077.040, 6.339,4639
  176,1083.536, 6.496,4640
  177,1089.720, 6.184,4645
  178,1095.823, 6.103,4648
  179,1102.099, 6.276,4651
  180,1108.247, 6.148,4657
  181,1114.299, 6.052,4659
  182,1120.535, 6.236,4662
  183,1126.603, 6.068,4665
  184,1132.883, 6.280,4668
  185,1138.874, 5.991,4671
  186,1145.173, 6.299,4674
  187,1151.470, 6.297,4678
  188,1157.567, 6.097,4682
  189,1163.727, 6.160,4682
  190,1169.928, 6.201,4690
  191,1176.191, 6.263,4691
  192,1182.414, 6.223,4694
  193,1188.630, 6.216,4698
  194,1194.741, 6.111,4699
  195,1200.927, 6.186,4701
  196,1207.008, 6.081,4704
  197,1213.080, 6.072,4707
  198,1219.236, 6.156,4710
  199,1225.502, 6.266,4715
  200,1231.522, 6.020,4718
  201,1237.648, 6.126,4721
  202,1243.697, 6.049,4721
  203,1249.928, 6.231,4726
  204,1256.061, 6.133,4727
  205,1262.212, 6.151,4732
  206,1268.469, 6.257,4737
  207,1274.603, 6.134,4741
  208,1280.805, 6.202,4743
  209,1286.997, 6.192,4747
  210,1293.153, 6.156,4750
  211,1299.250, 6.097,4753
  212,1305.463, 6.213,4758
  213,1311.487, 6.024,4761
  214,1317.572, 6.085,4764
  215,1323.708, 6.136,4769
  216,1329.838, 6.130,4770
  217,1336.064, 6.226,4775
  218,1342.205, 6.141,4775
  219,1348.409, 6.204,4779
  220,1354.506, 6.097,4782
  221,1360.863, 6.357,4783
  222,1366.843, 5.980,4786
  223,1373.088, 6.245,4788
  224,1379.592, 6.504,4791
  225,1385.501, 5.909,4792
  226,1391.866, 6.365,4794
  227,1397.841, 5.975,4797
  228,1403.967, 6.126,4797
  229,1410.139, 6.172,4803
  230,1416.169, 6.030,4803
  231,1422.308, 6.139,4808
  232,1428.362, 6.054,4811
  233,1434.521, 6.159,4813
  234,1440.596, 6.075,4816
  235,1446.658, 6.062,4819
  236,1452.928, 6.270,4822
  237,1459.111, 6.183,4825
  238,1465.306, 6.195,4828
  239,1471.336, 6.030,4828
  240,1477.444, 6.108,4831
  241,1483.646, 6.202,4833
  242,1489.833, 6.187,4837
  243,1496.175, 6.342,4840
  244,1502.179, 6.004,4843
  245,1508.223, 6.044,4848
  246,1514.483, 6.260,4851
  247,1520.603, 6.120,4854
  248,1526.794, 6.191,4858
  249,1532.834, 6.040,4860
  250,1538.968, 6.134,4863
  251,1545.106, 6.138,4866
  252,1551.317, 6.211,4869
  253,1557.431, 6.114,4872
  254,1563.572, 6.141,4876
  255,1569.719, 6.147,4878
  256,1576.137, 6.418,4881
  257,1582.283, 6.146,4886
  258,1588.381, 6.098,4889
  259,1594.525, 6.144,4891
  260,1600.717, 6.192,4897
  261,1606.751, 6.034,4899
  262,1612.998, 6.247,4903
  263,1619.076, 6.078,4904
  264,1625.429, 6.353,4909
  265,1631.556, 6.127,4912
  266,1637.674, 6.118,4917
  267,1643.853, 6.179,4920
  268,1649.994, 6.141,4922
  269,1656.135, 6.141,4926
  270,1662.288, 6.153,4929
  271,1668.481, 6.193,4932
  272,1674.732, 6.251,4940
  273,1680.794, 6.062,4942
  274,1687.010, 6.216,4945
  275,1693.165, 6.155,4949
  276,1699.264, 6.099,4951
  277,1705.328, 6.064,4953
  278,1711.473, 6.145,4958
  279,1717.645, 6.172,4960
  280,1723.607, 5.962,4963
  281,1729.785, 6.178,4966
  282,1735.878, 6.093,4969
  283,1741.972, 6.094,4972
  284,1748.204, 6.232,4975
  285,1754.354, 6.150,4978
  286,1760.435, 6.081,4981
  287,1766.586, 6.151,4984
  288,1772.648, 6.062,4987
  289,1778.791, 6.143,4989
  290,1784.966, 6.175,4994
  291,1791.027, 6.061,4996
  292,1797.209, 6.182,4997
  293,1803.301, 6.092,5002
  294,1809.484, 6.183,5005
  295,1815.608, 6.124,5008
  296,1821.907, 6.299,5011
  297,1827.796, 5.889,5014
  298,1833.924, 6.128,5017
  299,1840.181, 6.257,5019
  300,1846.146, 5.965,5019
  301,1852.152, 6.006,5019
  302,1858.451, 6.299,5024
  303,1864.541, 6.090,5026
  304,1870.616, 6.075,5029
  305,1876.789, 6.173,5032
  306,1882.958, 6.169,5034
  307,1889.191, 6.233,5040
  308,1895.333, 6.142,5043
  309,1901.658, 6.325,5054
  310,1908.152, 6.494,5060
  311,1914.376, 6.224,5063
  312,1920.630, 6.254,5066
  313,1926.830, 6.200,5069
  314,1932.960, 6.130,5072
  315,1939.054, 6.094,5075
  316,1945.492, 6.438,5078
  317,1951.485, 5.993,5081
  318,1957.727, 6.242,5081
  319,1964.001, 6.274,5088
  320,1969.858, 5.857,5088
  321,1976.085, 6.227,5092
  322,1982.221, 6.136,5093
  323,1988.273, 6.052,5095
  324,1994.392, 6.119,5099
  325,2000.636, 6.244,5102
  326,2006.904, 6.268,5106
  327,2013.037, 6.133,5106
  328,2019.202, 6.165,5110
  329,2025.447, 6.245,5113
  330,2031.544, 6.097,5117
  331,2038.283, 6.739,5122
  332,2044.898, 6.615,5123
  333,2051.011, 6.113,5126
  334,2057.130, 6.119,5129
  335,2063.424, 6.294,5134
  336,2069.664, 6.240,5137
  337,2075.788, 6.124,5141
  338,2082.026, 6.238,5142
  339,2088.174, 6.148,5142
  340,2094.852, 6.678,5144
  341,2101.021, 6.169,5149
  342,2107.203, 6.182,5152
  343,2113.214, 6.011,5158
  344,2119.414, 6.200,5161
  345,2125.516, 6.102,5164
  346,2131.810, 6.294,5165
  347,2137.740, 5.930,5170
  348,2144.040, 6.300,5172
  349,2150.422, 6.382,5175
  350,2156.656, 6.234,5181
  351,2163.084, 6.428,5184
  352,2169.372, 6.288,5187
  353,2175.733, 6.361,5190
  354,2181.903, 6.170,5195
  355,2188.270, 6.367,5201
  356,2194.469, 6.199,5204
  357,2200.596, 6.127,5208
  358,2206.789, 6.193,5211
  359,2212.873, 6.084,5214
  360,2218.990, 6.117,5217
  361,2225.191, 6.201,5220
  362,2231.220, 6.029,5220
  363,2237.431, 6.211,5223
  364,2243.572, 6.141,5227
  365,2249.624, 6.052,5229
  366,2255.857, 6.233,5232
  367,2261.973, 6.116,5235
  368,2268.181, 6.208,5241
  369,2274.319, 6.138,5244
  370,2280.588, 6.269,5247
  371,2286.643, 6.055,5250
  372,2292.804, 6.161,5254
  373,2298.900, 6.096,5257
  374,2305.059, 6.159,5260
  375,2311.322, 6.263,5262
  376,2317.320, 5.998,5265
  377,2323.397, 6.077,5270
  378,2329.496, 6.099,5273
  379,2335.666, 6.170,5280
  380,2341.950, 6.284,5287
  381,2348.327, 6.377,5294
  382,2354.803, 6.476,5299
  383,2360.970, 6.167,5306
  384,2367.402, 6.432,5309
  385,2373.814, 6.412,5314
  386,2380.084, 6.270,5315
  387,2386.409, 6.325,5320
  388,2392.794, 6.385,5326
  389,2399.276, 6.482,5329
  390,2405.611, 6.335,5331
  391,2411.706, 6.095,5334
  392,2418.050, 6.344,5336
  393,2424.126, 6.076,5339
  394,2430.176, 6.050,5342
  395,2436.367, 6.191,5344
  396,2442.376, 6.009,5347
  397,2448.391, 6.015,5350
  398,2454.460, 6.069,5355
  399,2460.731, 6.271,5359
  400,2466.660, 5.929,5362
  401,2472.665, 6.005,5364
  402,2478.930, 6.265,5370
  403,2484.934, 6.004,5372
  404,2491.111, 6.177,5375
  405,2497.169, 6.058,5378
  406,2503.362, 6.193,5381
  407,2509.465, 6.103,5385
  408,2515.594, 6.129,5385
  409,2521.586, 5.992,5385
  410,2527.716, 6.130,5395
  411,2533.846, 6.130,5399
  412,2539.844, 5.998,5401
  413,2545.924, 6.080,5402
  414,2552.300, 6.376,5405
  415,2558.457, 6.157,5411
  416,2564.502, 6.045,5415
  417,2570.777, 6.275,5418
  418,2576.886, 6.109,5421
  419,2583.284, 6.398,5424
  420,2589.615, 6.331,5427
  421,2595.733, 6.118,5429
  422,2602.218, 6.485,5431
  423,2608.656, 6.438,5434
  424,2614.779, 6.123,5439
  425,2620.826, 6.047,5442
  426,2626.971, 6.145,5446
  427,2633.115, 6.144,5450
  428,2639.115, 6.000,5453
  429,2645.247, 6.132,5456
  430,2651.404, 6.157,5459
  431,2657.443, 6.039,5464
  432,2663.607, 6.164,5468
  433,2669.691, 6.084,5471
  434,2675.940, 6.249,5473
  435,2682.038, 6.098,5477
  436,2688.328, 6.290,5479
  437,2694.495, 6.167,5482
  438,2700.735, 6.240,5485
  439,2706.890, 6.155,5488
  440,2713.096, 6.206,5496
  441,2719.251, 6.155,5498
  442,2725.425, 6.174,5503
  443,2731.459, 6.034,5507
  444,2737.685, 6.226,5511
  445,2743.923, 6.238,5515
  446,2750.173, 6.250,5517
  447,2756.239, 6.066,5519
  448,2762.556, 6.317,5526
  449,2768.731, 6.175,5528
  450,2774.953, 6.222,5530
  451,2781.131, 6.178,5538
  452,2787.573, 6.442,5545
  453,2793.955, 6.382,5549
  454,2800.171, 6.216,5554
  455,2806.386, 6.215,5556
  456,2812.591, 6.205,5560
  457,2818.685, 6.094,5561
  458,2824.877, 6.192,5563
  459,2830.984, 6.107,5567
  460,2837.087, 6.103,5570
  461,2843.184, 6.097,5572
  462,2849.181, 5.997,5575
  463,2855.391, 6.210,5575
  464,2861.496, 6.105,5582
  465,2867.634, 6.138,5584
  466,2874.011, 6.377,5590
  467,2880.115, 6.104,5592
  468,2886.537, 6.422,5601
  469,2892.782, 6.245,5603
  470,2899.242, 6.460,5607
  471,2905.456, 6.214,5609
  472,2911.783, 6.327,5612
  473,2918.099, 6.316,5615
  474,2924.377, 6.278,5621
  475,2930.530, 6.153,5624
  476,2936.537, 6.007,5624
  477,2942.506, 5.969,5624
  478,2948.525, 6.019,5624
  479,2954.636, 6.111,5635
  480,2960.659, 6.023,5635
  481,2966.592, 5.933,5635
  482,2972.655, 6.063,5646
  483,2978.676, 6.021,5646
  484,2985.255, 6.579,5646
  485,2990.801, 5.546,5657
  486,2997.125, 6.324,5657
  487,3003.414, 6.289,5663
  488,3009.788, 6.374,5666
  489,3015.929, 6.141,5669
  490,3022.011, 6.082,5670
  491,3028.153, 6.142,5675
  492,3034.175, 6.022,5675
  493,3040.279, 6.104,5683
  494,3046.294, 6.015,5684
  495,3052.376, 6.082,5690
  496,3058.581, 6.205,5692
  497,3064.671, 6.090,5697
  498,3070.730, 6.059,5700
  499,3077.292, 6.562,5705
  500,3083.521, 6.229,5707
  501,3089.847, 6.326,5711
  502,3096.376, 6.529,5714
  503,3102.850, 6.474,5717
  504,3108.934, 6.084,5718
  505,3115.283, 6.349,5718
  506,3121.851, 6.568,5720
  507,3127.976, 6.125,5733
  508,3134.355, 6.379,5745
  509,3140.575, 6.220,5748
  510,3147.522, 6.947,5752
  511,3153.636, 6.114,5756
  512,3160.052, 6.416,5758
  513,3166.178, 6.126,5760
  514,3172.754, 6.576,5761
  515,3179.119, 6.365,5768
  516,3185.632, 6.513,5778
  517,3192.271, 6.639,5785
  518,3198.184, 5.913,5788
  519,3204.419, 6.235,5791
  520,3210.432, 6.013,5793
  521,3216.415, 5.983,5793
  522,3222.530, 6.115,5799
  523,3228.617, 6.087,5804
  524,3234.686, 6.069,5804
  525,3240.641, 5.955,5810
  526,3246.649, 6.008,5810
  527,3252.654, 6.005,5815
  528,3258.847, 6.193,5818
  529,3264.975, 6.128,5820
  530,3271.058, 6.083,5824
  531,3277.100, 6.042,5827
  532,3283.182, 6.082,5832
  533,3289.223, 6.041,5835
  534,3295.405, 6.182,5838
  535,3301.412, 6.007,5838
  536,3307.501, 6.089,5847
  537,3313.643, 6.142,5847
  538,3319.711, 6.068,5853
  539,3325.878, 6.167,5854
  540,3331.977, 6.099,5860
  541,3338.077, 6.100,5861
  542,3344.330, 6.253,5867
  543,3350.530, 6.200,5873
  544,3356.923, 6.393,5877
  545,3363.201, 6.278,5880
  546,3369.692, 6.491,5885
  547,3376.093, 6.401,5888
  548,3382.421, 6.328,5891
  549,3388.719, 6.298,5894
  550,3395.083, 6.364,5897
  551,3401.612, 6.529,5909
  552,3407.785, 6.173,5921
  553,3414.160, 6.375,5930
  554,3420.517, 6.357,5941
  555,3426.674, 6.157,5946
  556,3432.704, 6.030,5946
  557,3438.873, 6.169,5954
  558,3444.953, 6.080,5957
  559,3451.026, 6.073,5960
  560,3457.018, 5.992,5963
  561,3463.200, 6.182,5968
  562,3469.259, 6.059,5968
  563,3475.286, 6.027,5974
  564,3481.383, 6.097,5976
  565,3487.374, 5.991,5979
  566,3493.492, 6.118,5982
  567,3499.614, 6.122,5990
  568,3505.795, 6.181,5995
  569,3511.946, 6.151,6001
  570,3517.969, 6.023,6003
  571,3524.090, 6.121,6006
  572,3530.111, 6.021,6009
  573,3536.248, 6.137,6011
  574,3542.228, 5.980,6014
  575,3548.283, 6.055,6017
  576,3554.357, 6.074,6025
  577,3560.513, 6.156,6028
  578,3566.608, 6.095,6035
  579,3573.395, 6.787,6044
  580,3579.607, 6.212,6044
  581,3585.766, 6.159,6050
  582,3591.985, 6.219,6053
  583,3598.102, 6.117,6058
  584,3604.176, 6.074,6061
  585,3610.241, 6.065,6066
  586,3616.434, 6.193,6069
  587,3622.545, 6.111,6074
  588,3628.505, 5.960,6076
  589,3634.988, 6.483,6082
  590,3641.118, 6.130,6084
  591,3647.428, 6.310,6088
  592,3653.590, 6.162,6093
  593,3659.701, 6.111,6096
  594,3665.688, 5.987,6099
  595,3671.767, 6.079,6104
  596,3681.243, 9.476,6114
  597,3688.660, 7.417,6118
  598,3694.939, 6.279,6121
  599,3702.598, 7.659,6128
  600,3709.161, 6.563,6130
  601,3715.109, 5.948,6130
  602,3721.171, 6.062,6133
  603,3724.942, 3.771,6136
  604,3730.139, 5.197,6136
  605,3734.893, 4.754,6136
  606,3741.109, 6.216,6137
  607,3747.062, 5.953,6137
  608,3753.258, 6.196,6143
  609,3759.389, 6.131,6149
  610,3765.743, 6.354,6152
  611,3772.146, 6.403,6158
  612,3778.227, 6.081,6161
  613,3784.452, 6.225,6164
  614,3790.511, 6.059,6168
  615,3796.583, 6.072,6170
  616,3802.675, 6.092,6170
  617,3808.718, 6.043,6176
  618,3814.846, 6.128,6179
  619,3821.175, 6.329,6183
  620,3827.132, 5.957,6183
  621,3833.340, 6.208,6183
  622,3839.222, 5.882,6183
  623,3845.269, 6.047,6183
  624,3851.303, 6.034,6183
  625,3857.269, 5.966,6183
  626,3863.129, 5.860,6183
  627,3869.085, 5.956,6184
  628,3875.082, 5.997,6184
  629,3881.273, 6.191,6188
  630,3887.513, 6.240,6192
  631,3893.825, 6.312,6197
  632,3899.886, 6.061,6204
  633,3906.132, 6.246,6206
  634,3912.231, 6.099,6206
  635,3918.189, 5.958,6206
  636,3924.309, 6.120,6206
  637,3930.123, 5.814,6206
  638,3935.996, 5.873,6206
  639,3941.893, 5.897,6206
  640,3947.840, 5.947,6206
  641,3953.807, 5.967,6206
  642,3959.594, 5.787,6206
  643,3965.544, 5.950,6206
  644,3971.463, 5.919,6206
  645,3977.379, 5.916,6206
  646,3983.269, 5.890,6206
  647,3989.282, 6.013,6206
  648,3995.219, 5.937,6206
  649,4001.233, 6.014,6206
  650,4007.217, 5.984,6206
  651,4013.100, 5.883,6206
  652,4018.999, 5.899,6206
  653,4024.975, 5.976,6206
  654,4030.901, 5.926,6206
  655,4036.779, 5.878,6206
  656,4042.666, 5.887,6206
  657,4048.669, 6.003,6206
  658,4054.620, 5.951,6206
  659,4060.534, 5.914,6206
  660,4066.501, 5.967,6206
  661,4072.390, 5.889,6206
  662,4078.633, 6.243,6206
  663,4084.642, 6.009,6206
  664,4090.588, 5.946,6206
  665,4096.515, 5.927,6206
  666,4102.435, 5.920,6206
  667,4108.355, 5.920,6206
  668,4114.327, 5.972,6206
  669,4120.292, 5.965,6206
  670,4126.158, 5.866,6206
  671,4132.092, 5.934,6206
  672,4138.059, 5.967,6206
  673,4143.976, 5.917,6206
  674,4149.920, 5.944,6206
  675,4155.871, 5.951,6206
  676,4162.102, 6.231,6206
  677,4168.184, 6.082,6206
  678,4173.835, 5.651,6206
  679,4179.731, 5.896,6206
  680,4185.611, 5.880,6206
  681,4191.551, 5.940,6206
  682,4197.438, 5.887,6206
  683,4203.708, 6.270,6206
  684,4209.616, 5.908,6206
  685,4215.884, 6.268,6206
  686,4221.787, 5.903,6206
  687,4227.722, 5.935,6206
  688,4233.655, 5.933,6206
  689,4239.563, 5.908,6206
  690,4245.467, 5.904,6206
  691,4251.485, 6.018,6206
  692,4257.367, 5.882,6206
  693,4263.321, 5.954,6206
  694,4269.218, 5.897,6206
  695,4275.219, 6.001,6206
  696,4281.221, 6.002,6206
  697,4287.116, 5.895,6206
  698,4293.146, 6.030,6206
  699,4299.118, 5.972,6206
  700,4304.925, 5.807,6206
  701,4310.822, 5.897,6206
  702,4316.701, 5.879,6206
  703,4322.648, 5.947,6206
  704,4328.528, 5.880,6206
  705,4334.546, 6.018,6206
  706,4340.520, 5.974,6206
  707,4346.323, 5.803,6206
  708,4352.256, 5.933,6206
  709,4358.190, 5.934,6206
  710,4364.087, 5.897,6206
  711,4370.048, 5.961,6206
  712,4375.927, 5.879,6206
  713,4381.915, 5.988,6206
  714,4387.787, 5.872,6206
  715,4393.690, 5.903,6206
  716,4399.629, 5.939,6206
  717,4405.518, 5.889,6206
  718,4411.481, 5.963,6206
  719,4417.357, 5.876,6206
  720,4423.202, 5.845,6206
  721,4429.112, 5.910,6206
  722,4435.036, 5.924,6206
  723,4440.934, 5.898,6206
  724,4446.835, 5.901,6206
  725,4452.743, 5.908,6206
  726,4458.638, 5.895,6206
  727,4464.578, 5.940,6206
  728,4470.467, 5.889,6206
  729,4476.380, 5.913,6206
  730,4482.300, 5.920,6206
  731,4488.253, 5.953,6206
  732,4494.148, 5.895,6206
  733,4500.104, 5.956,6206
  734,4506.010, 5.906,6206
  735,4511.905, 5.895,6206
  736,4517.767, 5.862,6206
  737,4523.658, 5.891,6206
  738,4529.566, 5.908,6206
  739,4535.512, 5.946,6206
  740,4541.413, 5.901,6206
  741,4547.250, 5.837,6206
  742,4553.224, 5.974,6206
  743,4559.110, 5.886,6206
  744,4565.045, 5.935,6206
  745,4571.003, 5.958,6206
  746,4576.887, 5.884,6206
  747,4583.073, 6.186,6206
  748,4589.096, 6.023,6206
  749,4595.063, 5.967,6206
  750,4600.956, 5.893,6206
  751,4606.859, 5.903,6206
  752,4612.739, 5.880,6206
  753,4618.661, 5.922,6206
  754,4624.582, 5.921,6206
  755,4630.475, 5.893,6206
  756,4636.398, 5.923,6206
  757,4642.361, 5.963,6206
  758,4648.189, 5.828,6206
  759,4654.123, 5.934,6206
  760,4660.002, 5.879,6206
  761,4665.958, 5.956,6206
  762,4671.812, 5.854,6206
  763,4677.823, 6.011,6206
  764,4683.562, 5.739,6206
  765,4689.535, 5.973,6206
  766,4695.493, 5.958,6206
  767,4701.358, 5.865,6206
  768,4707.310, 5.952,6206
  769,4713.210, 5.900,6206
  770,4719.111, 5.901,6206
  771,4724.982, 5.871,6206
  772,4731.094, 6.112,6206
  773,4736.860, 5.766,6206
  774,4742.805, 5.945,6206
  775,4748.763, 5.958,6206
  776,4754.472, 5.709,6206
  777,4760.486, 6.014,6206
  778,4766.489, 6.003,6206
  779,4772.362, 5.873,6206
  780,4778.173, 5.811,6206
  781,4784.134, 5.961,6206
  782,4789.940, 5.806,6206
  783,4795.938, 5.998,6206
  784,4801.802, 5.864,6206
  785,4807.774, 5.972,6206
  786,4813.611, 5.837,6206
  787,4819.590, 5.979,6206
  788,4825.486, 5.896,6206
  789,4831.372, 5.886,6206
  790,4837.240, 5.868,6206
  791,4843.182, 5.942,6206
  792,4849.125, 5.943,6206
  793,4855.025, 5.900,6206
  794,4860.933, 5.908,6206
  795,4866.901, 5.968,6206
  796,4872.680, 5.779,6206
  797,4878.589, 5.909,6206
  798,4884.509, 5.920,6206
  799,4890.408, 5.899,6206
  800,4896.313, 5.905,6206
  801,4902.201, 5.888,6206
  802,4908.106, 5.905,6206
  803,4913.991, 5.885,6206
  804,4919.998, 6.007,6206
  805,4925.789, 5.791,6206
  806,4931.703, 5.914,6206
  807,4937.578, 5.875,6206
  808,4943.393, 5.815,6206
  809,4949.361, 5.968,6206
  810,4955.305, 5.944,6206
  811,4961.169, 5.864,6206
  812,4967.089, 5.920,6206
  813,4972.968, 5.879,6206
  814,4978.902, 5.934,6206
  815,4984.748, 5.846,6206
  816,4990.627, 5.879,6206
  817,4996.571, 5.944,6206
  818,5002.451, 5.880,6206
  819,5008.333, 5.882,6206
  820,5014.224, 5.891,6206
  821,5020.117, 5.893,6206
  822,5026.037, 5.920,6206
  823,5031.932, 5.895,6206
  824,5037.845, 5.913,6206
  825,5043.696, 5.851,6206
  826,5049.598, 5.902,6206
  827,5055.534, 5.936,6206
  828,5061.411, 5.877,6206
  829,5067.310, 5.899,6206
  830,5073.141, 5.831,6206
  831,5079.043, 5.902,6206
  832,5085.023, 5.980,6206
  833,5091.335, 6.312,6206
  834,5097.151, 5.816,6206
  835,5102.993, 5.842,6206
  836,5108.940, 5.947,6206
  837,5114.704, 5.764,6206
  838,5120.562, 5.858,6206
  839,5126.572, 6.010,6206
  840,5132.346, 5.774,6206
  841,5138.169, 5.823,6206
  842,5144.272, 6.103,6206
  843,5149.895, 5.623,6206
  844,5155.779, 5.884,6206
  845,5161.828, 6.049,6206
  846,5167.531, 5.703,6206
  847,5173.393, 5.862,6206
  848,5179.327, 5.934,6206
  849,5185.213, 5.886,6206
  850,5191.183, 5.970,6206
  851,5196.984, 5.801,6206
  852,5202.875, 5.891,6206
  853,5208.791, 5.916,6206
  854,5214.559, 5.768,6206
  855,5220.524, 5.965,6206
  856,5226.456, 5.932,6206
  857,5232.263, 5.807,6206
  858,5238.305, 6.042,6206
  859,5244.118, 5.813,6206
  860,5249.862, 5.744,6206
  861,5256.241, 6.379,6206
  862,5262.521, 6.280,6206
  863,5268.381, 5.860,6206
  864,5274.201, 5.820,6206
  865,5280.005, 5.804,6206
  866,5285.830, 5.825,6206
  867,5291.570, 5.740,6206
  868,5297.536, 5.966,6206
  869,5303.212, 5.676,6206
  870,5309.130, 5.918,6206
  871,5314.989, 5.859,6206
  872,5320.854, 5.865,6206
  873,5326.774, 5.920,6206
  874,5332.586, 5.812,6206
  875,5338.400, 5.814,6206
  876,5344.305, 5.905,6206
  877,5350.155, 5.850,6206
  878,5355.914, 5.759,6206
  879,5361.751, 5.837,6206
  880,5367.591, 5.840,6206
  881,5373.339, 5.748,6206
